Esn,Localized Device Description,Device Description,Ip,Country,Region Code Display Name,Near Location,Ts
NFUWA-001-0B2AD487A619F779D25CA1FA2B424AFE442A74BA25F2EC09585CC837A1C1379465AEC4F4A43F1EBC5AA9BEBC1D4E6F1CC8D151268EA0D36B7297F09B3DD1127D,windows-uwa,windows-uwa,196.89.238.10,MA,Tanger-tetouan-al Hoceima,TETOUAN,2024-04-21 22:32:04
NFUWA-001-0B2AD487A619F779D25CA1FA2B424AFE442A74BA25F2EC09585CC837A1C1379465AEC4F4A43F1EBC5AA9BEBC1D4E6F1CC8D151268EA0D36B7297F09B3DD1127D,windows-uwa,windows-uwa,41.249.75.63,MA,Tanger-tetouan-al Hoceima,TETOUAN,2024-02-08 16:20:04
NFUWA-001-0B2AD487A619F779D25CA1FA2B424AFE442A74BA25F2EC09585CC837A1C1379465AEC4F4A43F1EBC5AA9BEBC1D4E6F1CC8D151268EA0D36B7297F09B3DD1127D,windows-uwa,windows-uwa,160.177.139.100,MA,Tanger-tetouan-al Hoceima,FNIDEQ,2024-04-05 19:55:28
NFUWA-001-0B2AD487A619F779D25CA1FA2B424AFE442A74BA25F2EC09585CC837A1C1379465AEC4F4A43F1EBC5AA9BEBC1D4E6F1CC8D151268EA0D36B7297F09B3DD1127D,windows-uwa,windows-uwa,41.142.114.255,MA,Tanger-tetouan-al Hoceima,TETOUAN,2024-04-03 19:31:58
NFUWA-001-0B2AD487A619F779D25CA1FA2B424AFE442A74BA25F2EC09585CC837A1C1379465AEC4F4A43F1EBC5AA9BEBC1D4E6F1CC8D151268EA0D36B7297F09B3DD1127D,windows-uwa,windows-uwa,105.155.38.80,MA,Tanger-tetouan-al Hoceima,TETOUAN,2024-03-10 15:50:56
NFUWA-001-6EA8F48AB6EFB4F2C1C5785DE18B88F498594DF6A786D57F72DB3902C1F54AC8,windows-uwa,windows-uwa,134.214.214.221,FR,Auvergne-Rhone-Alpes,LYON,2024-05-16 07:11:08
NFUWA-001-6EA8F48AB6EFB4F2C1C5785DE18B88F498594DF6A786D57F72DB3902C1F54AC8,windows-uwa,windows-uwa,154.49.228.81,FR,Grand-Est,TROYES,2024-02-18 00:24:43
NFUWA-001-6EA8F48AB6EFB4F2C1C5785DE18B88F498594DF6A786D57F72DB3902C1F54AC8,windows-uwa,windows-uwa,80.214.218.218,FR,Auvergne-Rhone-Alpes,SAINT-GENEST-LERPT,2024-03-15 01:17:31
NFUWA-001-6EA8F48AB6EFB4F2C1C5785DE18B88F498594DF6A786D57F72DB3902C1F54AC8,windows-uwa,windows-uwa,2a01:cb1d:6e3:7c00:c53e:8e45:7525:ace,FR,Provence-Alpes-Cote-D'azur,ANTIBES,2024-04-04 01:14:05
NFUWA-001-6EA8F48AB6EFB4F2C1C5785DE18B88F498594DF6A786D57F72DB3902C1F54AC8,windows-uwa,windows-uwa,2a04:cec0:106f:5db9:4504:5552:ca9:1abc,FR,Auvergne-Rhone-Alpes,ROANNE,2024-03-09 17:16:24
NFUWA-001-6EA8F48AB6EFB4F2C1C5785DE18B88F498594DF6A786D57F72DB3902C1F54AC8,windows-uwa,windows-uwa,134.214.188.164,FR,Auvergne-Rhone-Alpes,VILLEURBANNE,2024-04-25 16:43:20
NFUWA-001-6EA8F48AB6EFB4F2C1C5785DE18B88F498594DF6A786D57F72DB3902C1F54AC8,windows-uwa,windows-uwa,80.214.221.123,FR,Auvergne-Rhone-Alpes,SAINTE-FOY-LES-LYON,2024-03-22 01:46:30
NFUWA-001-6EA8F48AB6EFB4F2C1C5785DE18B88F498594DF6A786D57F72DB3902C1F54AC8,windows-uwa,windows-uwa,2a01:cb1d:62b:d100:dc4f:2109:c82e:f7f4,FR,Provence-Alpes-Cote-D'azur,ANTIBES,2024-03-25 02:11:12
NFUWA-001-6EA8F48AB6EFB4F2C1C5785DE18B88F498594DF6A786D57F72DB3902C1F54AC8,windows-uwa,windows-uwa,2a04:cec0:106f:a43c:f520:af54:aa60:bdf6,FR,Ile-De-France,THIAIS,2024-04-13 02:33:26
NFUWA-001-6EA8F48AB6EFB4F2C1C5785DE18B88F498594DF6A786D57F72DB3902C1F54AC8,windows-uwa,windows-uwa,2a04:cec0:1076:f300:d03c:42e5:5ec8:23d8,FR,Auvergne-Rhone-Alpes,EYBENS,2024-03-11 23:50:48
NFUWA-001-6EA8F48AB6EFB4F2C1C5785DE18B88F498594DF6A786D57F72DB3902C1F54AC8,windows-uwa,windows-uwa,2a04:cec0:1066:bdfa:55e1:f563:18d1:f495,FR,Auvergne-Rhone-Alpes,MARNAZ,2024-04-13 17:02:05
NFUWA-001-6EA8F48AB6EFB4F2C1C5785DE18B88F498594DF6A786D57F72DB3902C1F54AC8,windows-uwa,windows-uwa,80.214.221.154,FR,Auvergne-Rhone-Alpes,SURY-LE-COMTAL,2024-04-13 19:24:15
NFUWA-001-6EA8F48AB6EFB4F2C1C5785DE18B88F498594DF6A786D57F72DB3902C1F54AC8,windows-uwa,windows-uwa,2a04:cec0:1063:295a:c864:8a93:2ec4:e618,FR,Auvergne-Rhone-Alpes,RIORGES,2024-05-05 15:19:13
NFUWA-001-6EA8F48AB6EFB4F2C1C5785DE18B88F498594DF6A786D57F72DB3902C1F54AC8,windows-uwa,windows-uwa,2a04:cec0:1061:bc82:e96a:19f3:57de:8d59,FR,Auvergne-Rhone-Alpes,LYON,2024-03-02 23:35:40
NFUWA-001-6EA8F48AB6EFB4F2C1C5785DE18B88F498594DF6A786D57F72DB3902C1F54AC8,windows-uwa,windows-uwa,154.49.228.81,FR,Auvergne-Rhone-Alpes,VILLEURBANNE,2024-03-03 12:24:56
NFUWA-001-6EA8F48AB6EFB4F2C1C5785DE18B88F498594DF6A786D57F72DB3902C1F54AC8,windows-uwa,windows-uwa,2a01:cb1d:6e3:7c00:ecd3:1863:6779:3699,FR,Provence-Alpes-Cote-D'azur,ANTIBES,2024-03-30 03:21:57
NFUWA-001-6EA8F48AB6EFB4F2C1C5785DE18B88F498594DF6A786D57F72DB3902C1F54AC8,windows-uwa,windows-uwa,2a04:cec0:1066:b995:944b:63a7:593e:1f09,FR,Auvergne-Rhone-Alpes,EVEUX,2024-05-01 21:03:05
NFUWA-001-6EA8F48AB6EFB4F2C1C5785DE18B88F498594DF6A786D57F72DB3902C1F54AC8,windows-uwa,windows-uwa,80.214.153.174,FR,Auvergne-Rhone-Alpes,MARCOUX,2024-05-20 10:21:59
NFUWA-001-6EA8F48AB6EFB4F2C1C5785DE18B88F498594DF6A786D57F72DB3902C1F54AC8,windows-uwa,windows-uwa,2a04:cec0:1064:2da6:ad46:9a2c:b22a:beb4,FR,Auvergne-Rhone-Alpes,LYON,2024-02-25 00:07:41
NFUWA-001-6EA8F48AB6EFB4F2C1C5785DE18B88F498594DF6A786D57F72DB3902C1F54AC8,windows-uwa,windows-uwa,2a01:cb1d:62b:d100:1448:37ed:7857:275b,FR,Provence-Alpes-Cote-D'azur,ANTIBES,2024-02-08 20:27:44
NFUWA-001-6EA8F48AB6EFB4F2C1C5785DE18B88F498594DF6A786D57F72DB3902C1F54AC8,windows-uwa,windows-uwa,80.214.159.37,FR,Auvergne-Rhone-Alpes,FERNEY-VOLTAIRE,2024-04-20 00:37:54
NFUWA-001-6EA8F48AB6EFB4F2C1C5785DE18B88F498594DF6A786D57F72DB3902C1F54AC8,windows-uwa,windows-uwa,80.214.159.37,FR,Auvergne-Rhone-Alpes,PIERRE-BENITE,2024-04-20 00:37:54
NFUWA-001-6EA8F48AB6EFB4F2C1C5785DE18B88F498594DF6A786D57F72DB3902C1F54AC8,windows-uwa,windows-uwa,2a04:cec0:107d:52f7:79bb:a65e:8eee:6602,FR,Auvergne-Rhone-Alpes,VILLEURBANNE,2024-04-27 22:44:34
NFUWA-001-6EA8F48AB6EFB4F2C1C5785DE18B88F498594DF6A786D57F72DB3902C1F54AC8,windows-uwa,windows-uwa,80.214.158.13,FR,Auvergne-Rhone-Alpes,LYON,2024-04-13 02:33:23
NFUWA-001-6EA8F48AB6EFB4F2C1C5785DE18B88F498594DF6A786D57F72DB3902C1F54AC8,windows-uwa,windows-uwa,2a04:cec0:1075:31a1:a953:3db4:8daa:6d37,FR,Auvergne-Rhone-Alpes,LYON,2024-05-18 22:21:16
NFUWA-001-6EA8F48AB6EFB4F2C1C5785DE18B88F498594DF6A786D57F72DB3902C1F54AC8,windows-uwa,windows-uwa,2a04:cec0:1069:68a4:3cc0:f430:5333:462e,FR,Auvergne-Rhone-Alpes,VILLEURBANNE,2024-02-20 14:33:04
NFUWA-001-9403DEC498EC7AAF285B48FCB103DBB9B8DA307A8F5066B5EEB50BC4D8E1E04665AEC4F4A43F1EBC5AA9BEBC1D4E6F1CC8D151268EA0D36B7297F09B3DD1127D,windows-uwa,windows-uwa,196.70.74.24,MA,Tanger-tetouan-al Hoceima,TETOUAN,2024-07-20 00:36:06
NFUWA-001-9403DEC498EC7AAF285B48FCB103DBB9B8DA307A8F5066B5EEB50BC4D8E1E04665AEC4F4A43F1EBC5AA9BEBC1D4E6F1CC8D151268EA0D36B7297F09B3DD1127D,windows-uwa,windows-uwa,41.143.89.216,MA,Tanger-tetouan-al Hoceima,TETOUAN,2024-06-03 21:05:55
NFUWA-001-9403DEC498EC7AAF285B48FCB103DBB9B8DA307A8F5066B5EEB50BC4D8E1E04665AEC4F4A43F1EBC5AA9BEBC1D4E6F1CC8D151268EA0D36B7297F09B3DD1127D,windows-uwa,windows-uwa,41.143.100.92,MA,Tanger-tetouan-al Hoceima,TETOUAN,2024-06-20 17:45:52
NFUWA-001-9403DEC498EC7AAF285B48FCB103DBB9B8DA307A8F5066B5EEB50BC4D8E1E04665AEC4F4A43F1EBC5AA9BEBC1D4E6F1CC8D151268EA0D36B7297F09B3DD1127D,windows-uwa,windows-uwa,41.248.23.45,MA,Tanger-tetouan-al Hoceima,TETOUAN,2024-06-16 00:09:26
NFUWA-001-9403DEC498EC7AAF285B48FCB103DBB9B8DA307A8F5066B5EEB50BC4D8E1E04665AEC4F4A43F1EBC5AA9BEBC1D4E6F1CC8D151268EA0D36B7297F09B3DD1127D,windows-uwa,windows-uwa,160.178.254.59,MA,Tanger-tetouan-al Hoceima,TETOUAN,2024-07-08 23:31:00
NFUWA-001-9403DEC498EC7AAF285B48FCB103DBB9B8DA307A8F5066B5EEB50BC4D8E1E04665AEC4F4A43F1EBC5AA9BEBC1D4E6F1CC8D151268EA0D36B7297F09B3DD1127D,windows-uwa,windows-uwa,196.70.73.148,MA,Tanger-tetouan-al Hoceima,TETOUAN,2024-07-14 23:29:17
NFUWA-001-9403DEC498EC7AAF285B48FCB103DBB9B8DA307A8F5066B5EEB50BC4D8E1E04665AEC4F4A43F1EBC5AA9BEBC1D4E6F1CC8D151268EA0D36B7297F09B3DD1127D,windows-uwa,windows-uwa,41.249.77.54,MA,Tanger-tetouan-al Hoceima,TETOUAN,2024-07-10 00:08:51
NFUWA-001-9403DEC498EC7AAF285B48FCB103DBB9B8DA307A8F5066B5EEB50BC4D8E1E04665AEC4F4A43F1EBC5AA9BEBC1D4E6F1CC8D151268EA0D36B7297F09B3DD1127D,windows-uwa,windows-uwa,185.108.107.43,FI,Uusimaa,HELSINKI,2024-06-10 20:32:32
NFUWA-001-9403DEC498EC7AAF285B48FCB103DBB9B8DA307A8F5066B5EEB50BC4D8E1E04665AEC4F4A43F1EBC5AA9BEBC1D4E6F1CC8D151268EA0D36B7297F09B3DD1127D,windows-uwa,windows-uwa,105.155.52.149,MA,Tanger-tetouan-al Hoceima,TETOUAN,2024-05-23 17:51:46
NFUWA-001-9403DEC498EC7AAF285B48FCB103DBB9B8DA307A8F5066B5EEB50BC4D8E1E04665AEC4F4A43F1EBC5AA9BEBC1D4E6F1CC8D151268EA0D36B7297F09B3DD1127D,windows-uwa,windows-uwa,41.143.91.24,MA,Tanger-tetouan-al Hoceima,TETOUAN,2024-05-23 18:13:35
NFUWA-001-9403DEC498EC7AAF285B48FCB103DBB9B8DA307A8F5066B5EEB50BC4D8E1E04665AEC4F4A43F1EBC5AA9BEBC1D4E6F1CC8D151268EA0D36B7297F09B3DD1127D,windows-uwa,windows-uwa,196.74.137.223,MA,Tanger-tetouan-al Hoceima,TETOUAN,2024-06-21 20:07:15
NFUWA-001-9403DEC498EC7AAF285B48FCB103DBB9B8DA307A8F5066B5EEB50BC4D8E1E04665AEC4F4A43F1EBC5AA9BEBC1D4E6F1CC8D151268EA0D36B7297F09B3DD1127D,windows-uwa,windows-uwa,196.70.75.183,MA,Tanger-tetouan-al Hoceima,TETOUAN,2024-06-17 17:14:53
NFUWA-001-9403DEC498EC7AAF285B48FCB103DBB9B8DA307A8F5066B5EEB50BC4D8E1E04665AEC4F4A43F1EBC5AA9BEBC1D4E6F1CC8D151268EA0D36B7297F09B3DD1127D,windows-uwa,windows-uwa,196.77.115.146,MA,Tanger-tetouan-al Hoceima,TETOUAN,2024-06-12 20:39:09
NFUWA-001-9403DEC498EC7AAF285B48FCB103DBB9B8DA307A8F5066B5EEB50BC4D8E1E04665AEC4F4A43F1EBC5AA9BEBC1D4E6F1CC8D151268EA0D36B7297F09B3DD1127D,windows-uwa,windows-uwa,105.158.203.152,MA,Tanger-tetouan-al Hoceima,TETOUAN,2024-06-05 15:02:19
NFUWA-001-9403DEC498EC7AAF285B48FCB103DBB9B8DA307A8F5066B5EEB50BC4D8E1E04665AEC4F4A43F1EBC5AA9BEBC1D4E6F1CC8D151268EA0D36B7297F09B3DD1127D,windows-uwa,windows-uwa,160.177.226.240,MA,Tanger-tetouan-al Hoceima,TETOUAN,2024-07-05 22:28:48
NFUWA-001-9403DEC498EC7AAF285B48FCB103DBB9B8DA307A8F5066B5EEB50BC4D8E1E04665AEC4F4A43F1EBC5AA9BEBC1D4E6F1CC8D151268EA0D36B7297F09B3DD1127D,windows-uwa,windows-uwa,105.155.63.220,MA,Tanger-tetouan-al Hoceima,TETOUAN,2024-05-26 15:25:00
NFUWA-001-9403DEC498EC7AAF285B48FCB103DBB9B8DA307A8F5066B5EEB50BC4D8E1E04665AEC4F4A43F1EBC5AA9BEBC1D4E6F1CC8D151268EA0D36B7297F09B3DD1127D,windows-uwa,windows-uwa,196.65.252.28,MA,Tanger-tetouan-al Hoceima,TETOUAN,2024-06-26 18:51:07
NFUWA-001-9403DEC498EC7AAF285B48FCB103DBB9B8DA307A8F5066B5EEB50BC4D8E1E04665AEC4F4A43F1EBC5AA9BEBC1D4E6F1CC8D151268EA0D36B7297F09B3DD1127D,windows-uwa,windows-uwa,196.65.255.113,MA,Tanger-tetouan-al Hoceima,TETOUAN,2024-06-30 00:00:16
SSTV-KS20-0000000000000017851850,SAMSUNG_UA32T5300AUXMV,SAMSUNG_UA32T5300AUXMV,105.155.49.72,MA,Tanger-tetouan-al Hoceima,TETOUAN,2024-11-24 11:54:32
SSTV-KS20-0000000000000017851850,SAMSUNG_UA32T5300AUXMV,SAMSUNG_UA32T5300AUXMV,196.77.126.236,MA,Tanger-tetouan-al Hoceima,TETOUAN,2024-07-12 16:00:21
SSTV-KS20-0000000000000017851850,SAMSUNG_UA32T5300AUXMV,SAMSUNG_UA32T5300AUXMV,160.179.220.150,MA,Tanger-tetouan-al Hoceima,TETOUAN,2024-08-09 09:02:05
SSTV-KS20-0000000000000017851850,SAMSUNG_UA32T5300AUXMV,SAMSUNG_UA32T5300AUXMV,41.248.20.43,MA,Tanger-tetouan-al Hoceima,TETOUAN,2024-07-08 14:44:11
SSTV-KS20-0000000000000017851850,SAMSUNG_UA32T5300AUXMV,SAMSUNG_UA32T5300AUXMV,196.89.238.36,MA,Tanger-tetouan-al Hoceima,TETOUAN,2024-07-13 19:53:30
SSTV-KS20-0000000000000017851850,SAMSUNG_UA32T5300AUXMV,SAMSUNG_UA32T5300AUXMV,41.249.64.36,MA,Tanger-tetouan-al Hoceima,CHEFCHAOUEN,2024-07-12 17:17:04
SSTV-KS20-0000000000000017851850,SAMSUNG_UA32T5300AUXMV,SAMSUNG_UA32T5300AUXMV,41.249.70.6,MA,Tanger-tetouan-al Hoceima,TETOUAN,2024-08-03 09:05:23
SSTV-KS20-0000000000000017851850,SAMSUNG_UA32T5300AUXMV,SAMSUNG_UA32T5300AUXMV,196.74.141.84,MA,Tanger-tetouan-al Hoceima,TETOUAN,2024-07-13 23:55:04
SSTV-KS20-0000000000000017851850,SAMSUNG_UA32T5300AUXMV,SAMSUNG_UA32T5300AUXMV,160.178.254.59,MA,Tanger-tetouan-al Hoceima,TETOUAN,2024-07-08 16:00:58
SSTV-NVT5-0000000000000014773308,SAMSUNG_UE48J5278,SAMSUNG_UE48J5278,105.155.49.72,MA,Tanger-tetouan-al Hoceima,TETOUAN,2024-11-24 12:50:01
SSTV-NVT5-0000000000000014773308,SAMSUNG_UE48J5278,SAMSUNG_UE48J5278,41.249.64.36,MA,Tanger-tetouan-al Hoceima,CHEFCHAOUEN,2024-07-12 17:57:36
SSTV-NVT5-0000000000000014773308,SAMSUNG_UE48J5278,SAMSUNG_UE48J5278,196.74.140.106,MA,Tanger-tetouan-al Hoceima,TETOUAN,2024-11-23 21:02:28
SSTV-NVT5-0000000000000014773308,SAMSUNG_UE48J5278,SAMSUNG_UE48J5278,41.143.95.194,MA,Tanger-tetouan-al Hoceima,CHEFCHAOUEN,2024-08-13 19:27:06
SSTV-NVT5-0000000000000014773308,SAMSUNG_UE48J5278,SAMSUNG_UE48J5278,196.89.235.148,MA,Tanger-tetouan-al Hoceima,TETOUAN,2024-08-19 01:20:19
SSTV-NVT5-0000000000000014773308,SAMSUNG_UE48J5278,SAMSUNG_UE48J5278,41.248.20.43,MA,Tanger-tetouan-al Hoceima,TETOUAN,2024-07-08 13:49:06
SSTV-NVT5-0000000000000014773308,SAMSUNG_UE48J5278,SAMSUNG_UE48J5278,160.176.253.117,MA,Tanger-tetouan-al Hoceima,TETOUAN,2024-05-30 00:41:54
SSTV-NVT5-0000000000000014773308,SAMSUNG_UE48J5278,SAMSUNG_UE48J5278,105.155.53.113,MA,Tanger-tetouan-al Hoceima,TETOUAN,2024-05-09 00:00:10
SSTV-NVT5-0000000000000014773308,SAMSUNG_UE48J5278,SAMSUNG_UE48J5278,196.77.126.236,MA,Tanger-tetouan-al Hoceima,TETOUAN,2024-07-12 15:11:20
SSTV-NVT5-0000000000000014773308,SAMSUNG_UE48J5278,SAMSUNG_UE48J5278,196.65.252.96,MA,Tanger-tetouan-al Hoceima,TETOUAN,2024-07-21 15:50:46
